HNetID,VIN,Stock #,Stock-Type,Year,Make,Model,Model-No,Model-Type,Transmission,Trim-Level,# of Doors,Mileage,# of Cyl,Engine,Drivetrain,Ext. Color,Int. Color,Invoice Price,Retail Price,Book Value,Selling Price,Entry Date,Certified,Description,Options,Wheelbase,Commercial
2122515,1G1PC5SB7F7238065,M21316,NEW,2015,CHEVROLET,Cruze,1PX69,SD,MANUAL,,4,10,4,LUV ECOTEC TURBO 1.4L DOHC VVT 4-CYLINDER SMFI,,G7C/RED HOT,AFF/JET BLACK,21180.12,21600.00,,21600.00,04/13/15,,,LUV MH8 NE1 PDB VV4 ZZ1 ZZ2,,
2122515,1GNSKKKC7FR649246,M21317,NEW,2015,CHEVROLET,Suburban,CK15906,UT,MANUAL,,4,10,8,L83 5.3L V8 ECOTEC3 W/FLEX FUEL,,GBA/BLACK,H2Y/COCOA,68425.77,72130.00,,72130.00,04/17/15,,,ATT AVF C6H L83 MYC NE1 NHT PCJ SGF UTT VV4 1SZ ZZ1 ZZ2,,
2122515,2GNFLGEKXF6362672,M21448,NEW,2015,CHEVROLET,Equinox,1LK26,UT,MANUAL,,4,10,4,LEA 2.4L DOHC 4-CYLINDER SIDI W/VVT,,GAZ/SUMMIT WHIT,AFL/JET BLACK,32188.40,33285.00,,33285.00,05/01/15,,,AFL CF5 LEA MX0 NE1 UHQ VV4 ZZ1 ZZ2,,
2122515,1G1PA5SHXF7177529,M21055,NEW,2015,CHEVROLET,Cruze,1PL69,SD,MANUAL,,4,10,4,LUW ECOTEC 1.8L VVT DOHC W/FEDERAL EMISSIONS,,GAR/BLK GRANITE,AFB/JET BLACK,19664.46,19920.00,,19920.00,02/05/15,,,GAR LUW MH9 NE1 VV4 ZZ1 ZZ2,,
2122515,1GCNCPEH5FZ268325,M21186,NEW,2015,CHEVROLET,Silverado 1500,CC15903,PU,MANUAL,,2,10,6,LV3 4.3L ECOTEC3 V6,,GAZ/SUMMIT WHIT,H2R/JET BLACK,28834.61,29495.00,,29495.00,03/18/15,,,LV3 MYC NE1 PCM Z82 ZZ1 ZZ2,,C
2122515,2GNFLGEK0F6363099,M21449,NEW,2015,CHEVROLET,Equinox,1LK26,UT,MANUAL,,4,10,4,LEA 2.4L DOHC 4-CYLINDER SIDI W/VVT,,GXG/TUNGSTEN,AFL/JET BLACK,32188.40,33285.00,,33285.00,05/01/15,,,AFL CF5 LEA MX0 NE1 UHQ VV4 ZZ1 ZZ2,,
2122515,1GB3KYCG4FZ529605,M21450,NEW,2015,CHEVROLET,SILVERADO 3500,CK36003,CB,MANUAL,,2,10,8,L96 VORTEC 6.0L VVT V8 SFI,,GAZ/SUMMIT WHIT,H2R/JET BLACK,35793.60,38005.00,,38005.00,05/01/15,,,AVF JL1 L96 MYD NE1 QZT VYU 9E5,,C
2122515,3GCUKREC9FG367454,M21451,NEW,2015,CHEVROLET,Silverado 1500,CK15543,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GXG/TUNGSTEN,H0U/JET BLACK,43416.01,45790.00,,45790.00,05/02/15,,,C5Z GU6 IO6 L83 MYC NE1 PDU PZX RBX VV4 1SZ ZZ1 ZZ2,,C
2122515,1GCRCREH8FZ181953,M20796,NEW,2015,CHEVROLET,Silverado 1500,CC15753,PU,MANUAL,,4,10,6,LV3 4.3L ECOTEC3 V6,,GBA/BLACK,H0U/JET BLACK,35296.00,37125.00,,37125.00,10/30/14,,,C5H LV3 MYC NE1 PDU VV4 1SZ ZZ1 ZZ2,,C
2122515,1G1PA5SH2F7178271,M21058,NEW,2015,CHEVROLET,Cruze,1PL69,SD,AUTOMATIC,,4,10,4,LUW ECOTEC 1.8L VVT DOHC W/FEDERAL EMISSIONS,,GXH/BLUE RAY ME,AFB/JET BLACK,19461.95,19695.00,,19695.00,02/05/15,,,LUW MH9 NE1 VV4 ZZ1 ZZ2,,
2122515,1GCVKREC4FZ290996,M21320,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,G1C/SLATE GRAY,H0U/JET BLACK,41326.51,43540.00,,43540.00,04/13/15,,,C5Z GU6 IO6 KA1 L83 MYC NE1 PDU R7Q VV4 1SZ ZZ1 ZZ2,,C
2122515,2GNFLEEK0F6271740,M21059,NEW,2015,CHEVROLET,Equinox,1LG26,T,AUTOMATIC,,4,10,4,LEA 2.4L DOHC 4-CYLINDER SIDI W/VVT,,G1M/BLUE VELVET,AFH/JET BLACK,26406.90,27145.00,,27145.00,02/05/15,,,LEA MX0 NE1 VV4 ZZ1 ZZ2,,
2122515,1G1PC5SB9F7238990,M21321,NEW,2015,CHEVROLET,Cruze,1PX69,SD,MANUAL,,4,10,4,LUV ECOTEC TURBO 1.4L DOHC VVT 4-CYLINDER SMFI,,GAR/BLK GRANITE,AFF/JET BLACK,21382.61,21825.00,,21825.00,04/17/15,,,GAR LUV MH8 NE1 PDB VV4 ZZ1 ZZ2,,
2122515,3GCUKREC1FG367142,M21452,NEW,2015,CHEVROLET,Silverado 1500,CK15543,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H0U/JET BLACK,43416.01,45790.00,,45790.00,05/02/15,,,C5Z GU6 IO6 L83 MYC NE1 PDU PZX RBX VV4 1SZ ZZ1 ZZ2,,C
2122515,1G1RD6E41EU165333,M20011,NEW,2014,CHEVROLET,Volt,1RC68,HB,AUTOMATIC,,4,10,4,1.4 LITER MFI DOHC,,GBA/BLACK,AFI/JET BLACK,37385.31,38355.00,,38355.00,05/14/14,,,LUU NE1 PCQ UHQ UQA V7X ZZ1 ZZ2,,
2122515,1GCVKREC6FZ270118,M21191,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H0U/JET BLACK,40004.50,42165.00,,42165.00,03/24/15,,,C5Z GU6 IO6 L83 MYC NE1 PDU R7Q VV4 1SZ ZZ1 ZZ2,,C
2122515,1G1JC5SG7E4145421,C43014,NEW,2014,CHEVROLET,Sonic,1JV69,SEDAN,AUTOMATIC,,,2,4,LWE/ECOTECH 1.8,,BLUE/BLUE,ACC/DARK PEWTER,16871.39,18290.00,,18290.00,12/09/13,,,LWE MH9 NE1 UF7 UVC ZZ1 ZZ2,,
2122515,2G1FB1E3XF9250804,M21322,NEW,2015,CHEVROLET,CAMARO,1EN37,CP,MANUAL,,2,10,6,LFX 3.6L SIDI DOHC V6 VVT,,GLJ/ASHEN GRAY,AFA/BLACK,25687.12,26140.00,,26140.00,04/08/15,,,LFX MX0 NE1 UE1 ZZ1 ZZ2,,
2122515,1G11B5SL8FF202490,M20798,NEW,2015,CHEVROLET,MALIBU,1GB69,SD,AUTOMATIC,LS,4,10,4,2.5 Liter SIDI,,GAR/BLK GRANITE,AFC/JET BLACK,23453.04,23790.00,,23790.00,11/03/14,,,A1 LKW MNH NE1 PCR VV4 IMR LMA GAR,,
2122515,2GNALAEK8F1138255,M21060,NEW,2015,CHEVROLET,Equinox,1LF26,APURP,AUTOMATIC,,4,10,4,LEA 2.4L DOHC 4-CYLINDER SIDI W/VVT,,SIL/SIL,AFH/JET BLACK,24709.40,25395.00,,25395.00,02/11/15,,,LEA MX0 NE1 VV4 ZZ1 ZZ2,,
2122515,3GCUKREC0FG367925,M21453,NEW,2015,CHEVROLET,Silverado 1500,CK15543,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GXG/TUNGSTEN,H1Y/JET BLACK,44698.50,47215.00,,47215.00,05/02/15,,,AZ3 C5Z GU6 IO6 JL1 L83 MYC NE1 PDU PZX RBX VV4 1SZ ZZ1 ZZ2,,C
2122515,3N63M0YN8FK705127,M21061,NEW,2015,CHEVROLET,CITY EXPRESS,15S60,VN,AUTOMATIC,,2,10,4,L0A 2.0L DOHC I4,,GQX/WHITE,93G/MED PEWTER,22540.26,23675.00,,23675.00,02/17/15,,,K34 L0A MRA UPF ZW3,,
2122515,3GCUKREC6FG367380,M21454,NEW,2015,CHEVROLET,Silverado 1500,CK15543,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GCE/DEEP RUBY,H1Y/JET BLACK,44698.50,47215.00,,47215.00,05/02/15,,,AZ3 C5Z GU6 IO6 JL1 L83 MYC NE1 PDU PZX RBX VV4 1SZ ZZ1 ZZ2,,C
2122515,1GCVKREC6FZ269826,M21192,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GAZ/SUMMIT WHIT,H0U/JET BLACK,40004.50,42165.00,,42165.00,03/24/15,,,C5Z GU6 IO6 L83 MYC NE1 PDU R7Q VV4 1SZ ZZ1 ZZ2,,C
2122515,1G11B5SL7FF202299,M20799,NEW,2015,CHEVROLET,MALIBU,1GB69,SD,AUTOMATIC,LS,4,10,4,2.5 Liter SIDI,,GLJ/ASHEN GRAY,AFC/JET BLACK,23250.53,23565.00,,23565.00,11/03/14,,,A1 LKW MNH NE1 PCR VV4 IMR LMA,,
2122515,2G1165S37F9249846,M21324,NEW,2015,CHEVROLET,Impala,1GZ69,SD,MANUAL,,4,10,6,LFX 3.6L DOHC V6 DI,,G1M/BLUE VELVET,H1Q/JET BLACK,39417.11,41090.00,,41090.00,04/09/15,,,C3U IO6 KSG LFX M7W NE1 PCH PCJ RQ9 VV4 ZZ1 ZZ2,,
2122515,3N63M0YN4FK703925,M21062,NEW,2015,CHEVROLET,CITY EXPRESS,15S60,VN,AUTOMATIC,,2,10,4,L0A 2.0L DOHC I4,,J0U/RED,93G/MED PEWTER,22852.66,24030.00,,24030.00,02/11/15,,,K34 L0A MRA UPF WBP ZW3,,
2122515,2G1FD1E38F9265599,M21455,NEW,2015,CHEVROLET,CAMARO,1EF37,CP,MANUAL,,2,10,6,LFX 3.6L SIDI DOHC V6 VVT,,G1M/BLUE VELVET,AFC/BLACK,27834.92,28450.00,,28450.00,05/05/15,,,LFX MX0 NE1 R7C UE1 1SZ ZZ1 ZZ2,,
2122515,1G11B5SL8FF201467,M20800,NEW,2015,CHEVROLET,MALIBU,1GB69,SD,AUTOMATIC,LS,4,10,4,2.5 Liter SIDI,,GAZ/SUMMIT WHIT,AFC/JET BLACK,23250.53,23565.00,,23565.00,10/31/14,,,A1 LKW MNH NE1 PCR VV4 IMR LMA,,
2122515,1GCVKREC3FZ270464,M21193,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H1Y/JET BLACK,42277.01,44690.00,,44690.00,03/23/15,,,AZ3 C5Z GU6 IO6 L83 MYC NE1 PCW PDU PZX QXN R7Q VV4 1SZ ZZ1 ZZ2,,C
2122515,1GCVKREC5FZ269994,M21194,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H0U/JET BLACK,40927.01,43190.00,,43190.00,03/24/15,,,C5Z GU6 IO6 JL1 KA1 L83 MYC NE1 PDU PZX QXN R7Q VV4 1SZ ZZ1 ZZ2,,C
2122515,3GNCJRSB7FL214015,M21325,NEW,2015,CHEVROLET,TRAX,1JS76,UT,MANUAL,,4,10,4,LUV ECOTEC TURBO 1.4L VVT DOHC 4-CYL MFI,,GAR/BLK GRANITE,AES/JET BLACK,26299.12,26940.00,,26940.00,05/05/15,,,GAR LUV MHB NE1 PCJ PDB VV4 1SZ ZZ1 ZZ2,,
2122515,1G1RB6E43FU140571,M21456,NEW,2015,CHEVROLET,Volt,1RC68,HB,AUTOMATIC,,4,10,4,1.4 LITER MFI DOHC,,GBA/BLACK,AFI/JET BLACK,37737.12,38730.00,,38730.00,05/05/15,,,LUU NE1 PCQ PCY V7X V7Y ZZ1 ZZ2,,
2122515,1GNKVHKD4FJ350721,M21457,NEW,2015,CHEVROLET,Traverse,CV14526,UT,MANUAL,,4,10,6,LLT 3.6L SIDI V6,,GXG/TUNGSTEN,192/EBONY,41351.66,42815.00,,42815.00,05/05/15,,,C3U IP2 LLT M7X NE1 PDB UE1 ZZ1 ZZ2,,
2122515,1GB3KYCG6FF163924,M20278,NEW,2015,CHEVROLET,SILVERADO 3500,CK36003,CB,MANUAL,,2,10,8,L96 VORTEC 6.0L VVT V8 SFI,,GCN/VICTORY RED,H2R/JET BLACK,43085.11,38105.00,,38105.00,07/10/14,,,JL1 K4B L96 MYD NE1 PCR VYU 9E5,,C
2122515,1GCVKPEC0FZ292118,M21327,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GXG/TUNGSTEN,H2R/JET BLACK,37824.40,39045.00,,39045.00,04/13/15,,,B30 C49 C5Z GU6 L83 MYC NE1 RC7 ST8 VV4 Z82 1SZ ZZ1 ZZ2,,C
2122515,1GNKVGKD7FJ351582,M21458,NEW,2015,CHEVROLET,Traverse,CV14526,UT,MANUAL,,4,10,6,LLT 3.6L SIDI V6,,GXG/TUNGSTEN,19C/EBONY,37063.66,38245.00,,38245.00,05/05/15,,,LLT M7X NE1 PDU UE1 V92 ZZ1 ZZ2,,
2122515,1G11B5SL9FF145720,M20541,NEW,2015,CHEVROLET,MALIBU,1GB69,SD,MANUAL,,4,10,4,LKW ECOTEC 2.5L DOHC 4-CYLINDER DI W/VVT,,GLJ/ASHEN GRAY,AFC/JET BLACK,23250.53,23565.00,,23565.00,09/08/14,,,LKW MNH NE1 PCR VV4 ZZ1 ZZ2,,
2122515,3GCUKRECXFG369861,M21459,NEW,2015,CHEVROLET,Silverado 1500,CK15543,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GXG/TUNGSTEN,H0U/JET BLACK,44247.51,46620.00,,46620.00,05/05/15,,,C5Z GU4 IO6 KA1 L83 MYC NE1 PDU VV4 1SZ ZZ1 ZZ2,,C
2122515,1GCVKREC9FZ270730,M21197,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H0U/JET BLACK,40927.01,43190.00,,43190.00,03/24/15,,,C5Z GU6 IO6 JL1 KA1 L83 MYC NE1 PDU PZX QXN R7Q VV4 1SZ ZZ1 ZZ2,,C
2122515,1GCVKPEC2FZ292959,M21328,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H2R/JET BLACK,37486.91,38670.00,,38670.00,04/14/15,,,B30 C5Z GU6 L83 MYC NE1 ST8 VV4 Z82 1SZ ZZ1 ZZ2,,C
2122515,1G1RA6E43FU108285,M20411,NEW,2015,CHEVROLET,Volt,1RC68,HB,AUTOMATIC,,4,32,4,1.4 LITER MFI DOHC,,BLACK/BLACK,AFA/JET BLACK,35059.11,35770.00,,35770.00,08/20/14,,,KA1 LUU NE1 V7X ZZ1 ZZ2,,
2122515,1GCVKPEC7FZ292729,M21329,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H2R/JET BLACK,37486.91,38670.00,,38670.00,04/14/15,,,B30 C5Z GU6 L83 MYC NE1 ST8 VV4 Z82 1SZ ZZ1 ZZ2,,C
2122515,3GCUKREC1FG370509,M21460,NEW,2015,CHEVROLET,Silverado 1500,CK15543,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H0U/JET BLACK,44247.51,46620.00,,46620.00,05/05/15,,,C5Z GU4 IO6 KA1 L83 MYC NE1 PDU VV4 1SZ ZZ1 ZZ2,,C
2122515,1G1PA5SH7F7183126,M21067,NEW,2015,CHEVROLET,Cruze,1PL69,SD,AUTOMATIC,LS,4,10,4,1.8 Liter MFI DOHC,,GAN/SILVER ICE,AFB/JET BLACK,19461.95,19695.00,,19695.00,02/18/15,,,B1 LUW MH9 NE1 VV4 IMR LMA,,
2122515,1GCVKREC8FZ270797,M21198,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H0U/JET BLACK,40927.01,43190.00,,43190.00,03/25/15,,,C5Z GU6 IO6 JL1 KA1 L83 MYC NE1 PDU PZX QXN R7Q VV4 1SZ ZZ1 ZZ2,,C
2122515,1GNSKBKC9FR588322,C46034,NEW,2015,CHEVROLET,Tahoe,CK15706,UTILITY,AUTOMATIC,,,2,8,L83/5.3L ECOTEC,,GBA/BLACK,H2U/JET BLACK,58868.27,62090.00,,62090.00,01/29/15,,,AVF L83 MYC NE1 PCJ PCK VPV VV4 Z71 1SZ ZZ1 ZZ2,,
2122515,1GCRCREH0FZ182367,M20805,NEW,2015,CHEVROLET,Silverado 1500,CC15753,PU,AUTOMATIC,LT,4,10,6,4.3 Liter SIDI,,GBA/BLACK,H0U/JET BLACK,35478.26,37125.00,,37125.00,11/03/14,,,C1 C5H LV3 MYC NE1 PDU VV4 1SZ IMR LMA,,C
2122515,1GCVKREC6FZ271088,M21199,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H0U/JET BLACK,40927.01,43190.00,,43190.00,03/25/15,,,C5Z GU6 IO6 JL1 KA1 L83 MYC NE1 PDU PZX QXN R7Q VV4 1SZ ZZ1 ZZ2,,C
2122515,3GCUKTEC1FG369048,M21461,NEW,2015,CHEVROLET,Silverado 1500,CK15543,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBN/WHITE DIAMO,H4S/SADDLE,52861.51,55700.00,,55700.00,05/05/15,,,CF5 C5Z GBN GU6 L83 MYC NE1 PDT RC7 UF2 VV4 ZZ1 ZZ2,,C
2122515,1GB3KYCG2FF164519,M20282,NEW,2015,CHEVROLET,SILVERADO 3500,CK36003,CB,MANUAL,,2,10,8,L96 VORTEC 6.0L VVT V8 SFI,,GAZ/SUMMIT WHIT,H2R/JET BLACK,35835.11,38105.00,,38105.00,07/11/14,,,JL1 K4B L96 MYD NE1 PCR VYU 9E5,,C
2122515,1GCVKREC9FZ270985,M21200,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GAZ/SUMMIT WHIT,H0U/JET BLACK,40004.50,42165.00,,42165.00,03/25/15,,,C5Z GU6 IO6 L83 MYC NE1 PDU R7Q VV4 1SZ ZZ1 ZZ2,,C
2122515,1GCVKPEC5FZ294401,M21331,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GCN/VICTORY RED,H2R/JET BLACK,37198.21,38490.00,,38490.00,04/16/15,,,C5Z FHS GU6 IO4 L83 MYC NE1 PCM TG5 UE1 VV4 Z82 ZZ1 ZZ2,,C
2122515,1GC1KXEG7FF615180,M21462,NEW,2015,CHEVROLET,Silverado 2500,CK25743,PU,MANUAL,,4,10,8,L96 VORTEC 6.0L VVT V8 SFI FLEXFUEL,,GCE/DEEP RUBY,H4S/LEATHER,54906.50,57745.00,,57745.00,05/05/15,,,AVF DQS GEH K4B L96 MYD NE1 PDT R7I U01 VV4 VXH VYU ZZ1 ZZ2,,C
2122515,1GCNKPEH6FZ240200,M21070,NEW,2015,CHEVROLET,Silverado 1500,CK15903,PU,AUTOMATIC,,2,10,6,4.3 Liter SIDI,,GAZ/SUMMIT WHIT,H2R/JET BLACK,31338.61,31935.00,,31935.00,02/16/15,,,A1 C5H G80 LV3 MYC NE1 IMR LMA,,C
2122515,1GCVKRECXFZ271188,M21201,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H0U/JET BLACK,40004.50,42165.00,,42165.00,03/24/15,,,C5Z GU6 IO6 L83 MYC NE1 PDU R7Q VV4 1SZ ZZ1 ZZ2,,C
2122515,1GCVKREC6FZ293995,M21332,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H0U/JET BLACK,41326.51,43540.00,,43540.00,04/22/15,,,C5Z GU6 IO6 KA1 L83 MYC NE1 PDU R7Q VV4 1SZ ZZ1 ZZ2,,C
2122515,1GCWGFCF1F1225152,M21463,NEW,2015,CHEVROLET,Express 2500,CG23405,VN,MANUAL,,,10,8,L20 VORTEC 4.8L V8 SFI,,GAZ/SUMMIT WHIT,93G/MED PEWTER,29265.96,31385.00,,31385.00,05/05/15,,,AS5 C6P DE5 G80 L20 MYD NE1 UY7 U0F ZW3 ZX2 1WT,,C
2122515,1G1JC6SB2F4136038,M20809,NEW,2015,CHEVROLET,Sonic,1JV48,HB,MANUAL,,4,3,4,LUV ECOTEC TURBO 1.4L DOHC VVT 4-CYLINDER SMFI,,GAR/BLK GRANITE,ABY/JET BLACK,19776.12,20240.00,,20240.00,10/22/14,,,GAR LUV MH8 NE1 PDV UF7 VV4 ZZ1 ZZ2,,
2122515,1GCVKRECXFZ294129,M21333,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H0U/JET BLACK,41326.51,43540.00,,43540.00,04/16/15,,,C5Z GU6 IO6 KA1 L83 MYC NE1 PDU R7Q VV4 1SZ ZZ1 ZZ2,,C
2122515,3GCUKREC2FG371801,M21464,NEW,2015,CHEVROLET,Silverado 1500,CK15543,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H0U/JET BLACK,44247.51,46620.00,,46620.00,05/06/15,,,C5Z GU4 IO6 KA1 L83 MYC NE1 PDU VV4 1SZ ZZ1 ZZ2,,C
2122515,1G1PA5SH2F7241840,M21334,NEW,2015,CHEVROLET,Cruze,1PL69,SD,MANUAL,,4,10,4,LUW ECOTEC 1.8L VVT DOHC W/FEDERAL EMISSIONS,,GAR/BLK GRANITE,AFB/JET BLACK,19664.46,19920.00,,19920.00,04/21/15,,,GAR LUW MH9 NE1 VV4 ZZ1 ZZ2,,
2122515,1G1PC5SB4F7269225,M21465,NEW,2015,CHEVROLET,Cruze,1PX69,SD,MANUAL,,4,10,4,LUV ECOTEC TURBO 1.4L DOHC VVT 4-CYLINDER SMFI,,GAN/SILVER ICE,AFF/JET BLACK,21518.49,22150.00,,22150.00,05/07/15,,,LUV MH8 NE1 PCR PDB VV4 ZZ1 ZZ2,,
2122515,1G11B5SL6FF203816,M20810,NEW,2015,CHEVROLET,MALIBU,1GB69,SD,MANUAL,,4,10,4,LKW ECOTEC 2.5L DOHC 4-CYLINDER DI W/VVT,,GLJ/ASHEN GRAY,AFC/JET BLACK,23250.53,23565.00,,23565.00,11/03/14,,,LKW MNH NE1 PCR VV4 ZZ1 ZZ2,,
2122515,1G11B5SL0FF204458,M20811,NEW,2015,CHEVROLET,MALIBU,1GB69,SD,MANUAL,,4,10,4,LKW ECOTEC 2.5L DOHC 4-CYLINDER DI W/VVT,,GAR/BLK GRANITE,AFC/JET BLACK,23453.04,23790.00,,23790.00,11/03/14,,,GAR LKW MNH NE1 PCR VV4 ZZ1 ZZ2,,
2122515,1G1PA5SH3F7269016,M21466,NEW,2015,CHEVROLET,Cruze,1PL69,SD,MANUAL,,4,10,4,LUW ECOTEC 1.8L VVT DOHC W/FEDERAL EMISSIONS,,GXH/BLUE RAY,AFB/JET BLACK,19317.60,19695.00,,19695.00,05/07/15,,,LUW MH9 NE1 VV4 ZZ1 ZZ2,,
2122515,1GNSKBKC7FR624542,M21204,NEW,2015,CHEVROLET,Tahoe,CK15706,UT,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8 W/FLEX FUEL,,GBA/BLACK,H2U/JET BLACK,59328.77,62560.00,,62560.00,03/26/15,,,ATN AVF CF5 IO6 L83 MYC NE1 PCK UTT VPV VV4 Z71 ZZ1 ZZ2,,
2122515,1GCVKREC4FZ294224,M21336,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H0U/JET BLACK,41326.51,43540.00,,43540.00,04/21/15,,,C5Z GU6 IO6 KA1 L83 MYC NE1 PDU R7Q VV4 1SZ ZZ1 ZZ2,,C
2122515,6G3F15RW6FL112162,M21467,NEW,2015,CHEVROLET,SS,1EK69,SD,MANUAL,,4,10,8,LS3 6.2L V8 SFI,,GIE/BLACK,HCL/JET BLACK,48168.89,49440.00,,49440.00,05/07/15,,,CF5 LS3 MX0 QSB R8E ZZ1 ZZ2,,
2122515,1GCVKREC9FZ271053,M21206,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H1Y/JET BLACK,41570.50,43905.00,,43905.00,03/26/15,,,AZ3 C5Z GU6 IO6 L83 MYC NE1 PDU PZX QXN R7Q VV4 1SZ ZZ1 ZZ2,,C
2122515,3GCUKREC6FG372062,M21468,NEW,2015,CHEVROLET,Silverado 1500,CK15543,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H0U/JET BLACK,43970.38,46620.00,,46620.00,05/07/15,,,C5Z GU4 IO6 KA1 L83 MYC NE1 PDU VV4 1SZ ZZ1 ZZ2,,C
2122515,1GCVKREC5FZ271664,M21207,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H0U/JET BLACK,40927.01,43190.00,,43190.00,03/26/15,,,C5Z GU6 IO6 JL1 KA1 L83 MYC NE1 PDU PZX QXN R7Q VV4 1SZ ZZ1 ZZ2,,C
2122515,1GB3KYCG2FF165377,M20291,NEW,2015,CHEVROLET,SILVERADO 3500,CK36003,CB,MANUAL,,2,10,8,L96 VORTEC 6.0L VVT V8 SFI,,GAZ/SUMMIT WHIT,H2R/JET BLACK,35835.11,38105.00,,38105.00,07/14/14,,,JL1 K4B L96 MYD NE1 PCR VYU 9E5,,C
2122515,1G1PC5SB3F7243151,M21339,NEW,2015,CHEVROLET,Cruze,1PX69,SD,MANUAL,,4,10,4,LUV ECOTEC TURBO 1.4L DOHC VVT 4-CYLINDER SMFI,,GXH/BLUE RAY,AFF/JET BLACK,21180.12,21600.00,,21600.00,04/22/15,,,LUV MH8 NE1 PDB VV4 ZZ1 ZZ2,,
2122515,1GCVKREC1FZ271998,M21208,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PU,MANUAL,,4,10,8,L83 5.3L ECOTEC3 V8,,GBA/BLACK,H1Y/ JET BLACK,42277.01,44690.00,,44690.00,03/24/15,,,AZ3 C5Z GU6 IO6 L83 MYC NE1 PCW PDU PZX QXN R7Q VV4 1SZ ZZ1 ZZ2,,C
2122515,1G1PC5SB4F7242980,M21340,NEW,2015,CHEVROLET,Cruze,1PX69,SD,MANUAL,,4,10,4,LUV ECOTEC TURBO 1.4L DOHC VVT 4-CYLINDER SMFI,,GXH/BLUE RAY,AFF/JET BLACK,21180.12,21600.00,,21600.00,04/21/15,,,LUV MH8 NE1 PDB VV4 ZZ1 ZZ2,,
2122515,2GNFLEEK7F6235012,M20948,NEW,2015,CHEVROLET,Equinox,1LG26,UT,MANUAL,,4,10,4,LEA 2.4L DOHC 4-CYLINDER SIDI W/VVT,,GBA/BLACK,AFH/JET BLACK,26406.90,27145.00,,27145.00,12/17/14,,,LEA MX0 NE1 VV4 ZZ1 ZZ2,,
